= = = = = = = = = = = = = = = = = d u n A-b|N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = d u o N-S
= = = = = = = = = = = = = = = = = d y e N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = e ' s N-P+D's
= = = = = = = = = = = = = = = = = e a r N-S
= = = = = = = = = = = = = = = = = e a t V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = e b b N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = e e l N-S
= = = = = = = = = = = = = = = = = e f f V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = e f t N-S
= = = = = = = = = = = = = = = = = e g g N-S
= = = = = = = = = = = = = = = = = e g o N-S
= = = = = = = = = = = = = = = = = e l f N-S
= = = = = = = = = = = = = = = = = e l k N-P|N-S
= = = = = = = = = = = = = = = = = e l m N-S
= = = = = = = = = = = = = = = = = e l s N-P+Ds
= = = = = = = = = = = = = = = = = e m u N-P|N-S
= = = = = = = = = = = = = = = = = e n d N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = e r a N-S
= = = = = = = = = = = = = = = = = e r e C-X|PREP-X
= = = = = = = = = = = = = = = = = e r g N-S
= = = = = = = = = = = = = = = = = e r r V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = e v e N-S
= = = = = = = = = = = = = = = = = e w e N-S
= = = = = = = = = = = = = = = = = e y e N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = f ' s N-P+D's
= = = = = = = = = = = = = = = = = f a b A-b
= = = = = = = = = = = = = = = = = f a d N-S
= = = = = = = = = = = = = = = = = f a g N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = f a n N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = f a r A-b|ADV-b
= = = = = = = = = = = = = = = = = f a t A-b|N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = f a y N-S
= = = = = = = = = = = = = = = = = f e d V-a1S+Dd+Ied|V-a2S+Dd+Ied|V-a3S+Dd+Ied|V-aP+Dd+Ied|V-pa+Dd+Ied
= = = = = = = = = = = = = = = = = f e e N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = f e n N-S
= = = = = = = = = = = = = = = = = f e w N-S|PRON-X
= = = = = = = = = = = = = = = = = f e y A-b
= = = = = = = = = = = = = = = = = f e z N-S
= = = = = = = = = = = = = = = = = f f . ABB-X
= = = = = = = = = = = = = = = = = f i b N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = f i e I-X
= = = = = = = = = = = = = = = = = f i g N-S
= = = = = = = = = = = = = = = = = f i n N-S
= = = = = = = = = = = = = = = = = f i r N-S
= = = = = = = = = = = = = = = = = f i t A-b|N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = f i x N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = f l u N-S
= = = = = = = = = = = = = = = = = f l y A-b|N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = f o b N-S
= = = = = = = = = = = = = = = = = f o e N-S
= = = = = = = = = = = = = = = = = f o g N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = f o p N-S
= = = = = = = = = = = = = = = = = f o r C-X|PREP-X
= = = = = = = = = = = = = = = = = f o x N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = f r o ADV-b
= = = = = = = = = = = = = = = = = f r y N-P|N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = f u g N-S
= = = = = = = = = = = = = = = = = f u n N-S
= = = = = = = = = = = = = = = = = f u r N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = g ' s N-P+D's
= = = = = = = = = = = = = = = = = g a b N-S
= = = = = = = = = = = = = = = = = g a d I-X|N-S
= = = = = = = = = = = = = = = = = g a g N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = g a l N-S
= = = = = = = = = = = = = = = = = g a p N-S
= = = = = = = = = = = = = = = = = g a s N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = g a t N-S
= = = = = = = = = = = = = = = = = g a y A-b|N-S
= = = = = = = = = = = = = = = = = g e e I-X
= = = = = = = = = = = = = = = = = g e l N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = g e m N-S
= = = = = = = = = = = = = = = = = g e n N-S
= = = = = = = = = = = = = = = = = g e t V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = g i g N-S
= = = = = = = = = = = = = = = = = g i n N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = g m . ABB-X
= = = = = = = = = = = = = = = = = g n u N-P|N-S
= = = = = = = = = = = = = = = = = g o b N-S
= = = = = = = = = = = = = = = = = g o d N-S
= = = = = = = = = = = = = = = = = g o o N-S
= = = = = = = = = = = = = = = = = g o t V-a1S+Dot+Iet|V-a2S+Dot+Iet|V-a3S+Dot+Iet|V-aP+Dot+Iet|V-pa+Dot+Iet
= = = = = = = = = = = = = = = = = g u m N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = g u n N-S
= = = = = = = = = = = = = = = = = g u t A-b|N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = g u v N-S
= = = = = = = = = = = = = = = = = g u y N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = g y m N-S
= = = = = = = = = = = = = = = = = g y p N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = h ' s N-P+D's
= = = = = = = = = = = = = = = = = h a d V-a1S+Dd+Ive|V-a2S+Dd+Ive|V-a3S+Dd+Ive|V-aP+Dd+Ive|V-pa+Dd+Ive
= = = = = = = = = = = = = = = = = h a g N-S
= = = = = = = = = = = = = = = = = h a m N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = h a p N-S
= = = = = = = = = = = = = = = = = h a s V-e3S+Ds+Ive
= = = = = = = = = = = = = = = = = h a t N-S
= = = = = = = = = = = = = = = = = h a w I-X|N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = h a y N-S
= = = = = = = = = = = = = = = = = h e m I-X|N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = h e n N-S
= = = = = = = = = = = = = = = = = h e p A-b
= = = = = = = = = = = = = = = = = h e r PRON-X
= = = = = = = = = = = = = = = = = h e s N-P+Ds
= = = = = = = = = = = = = = = = = h e w V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = h e x N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = h e y I-X
= = = = = = = = = = = = = = = = = h i d V-a1S+Ie|V-a2S+Ie|V-a3S+Ie|V-aP+Ie|V-pa+Ie
= = = = = = = = = = = = = = = = = h i e V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = h i m PRON-X
= = = = = = = = = = = = = = = = = h i p A-b|I-X|N-S
= = = = = = = = = = = = = = = = = h i s PRON-X
= = = = = = = = = = = = = = = = = h i t N-S|V-a1S|V-a2S|V-a3S|V-aP|V-e1S|V-e2S|V-eP|V-i|V-pa
= = = = = = = = = = = = = = = = = h o b N-S
= = = = = = = = = = = = = = = = = h o d N-S
= = = = = = = = = = = = = = = = = h o e N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = h o g N-P|N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = h o p N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = h o t A-b
= = = = = = = = = = = = = = = = = h o w ADV-b|N-S|PRON-X
= = = = = = = = = = = = = = = = = h u b N-S
= = = = = = = = = = = = = = = = = h u e N-S
= = = = = = = = = = = = = = = = = h u g N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = h u h I-X
= = = = = = = = = = = = = = = = = h u m N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = h u t N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = i ' s N-P+D's
= = = = = = = = = = = = = = = = = i c e N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = i c y A-b
= = = = = = = = = = = = = = = = = i l k N-S
= = = = = = = = = = = = = = = = = i l l A-b|ADV-b|N-S
= = = = = = = = = = = = = = = = = i m p N-S
= = = = = = = = = = = = = = = = = i n k N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = i n n N-S
= = = = = = = = = = = = = = = = = i o n N-S
= = = = = = = = = = = = = = = = = i r e N-S
= = = = = = = = = = = = = = = = = i r k V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = i s m N-S
= = = = = = = = = = = = = = = = = i t s PRON-X
= = = = = = = = = = = = = = = = = i v y N-S
= = = = = = = = = = = = = = = = = j ' s N-P+D's
= = = = = = = = = = = = = = = = = j a b N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = j a g N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = j a m N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = j a r N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = j a w N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = j a y N-S
= = = = = = = = = = = = = = = = = j e t N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = j i b N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = j i g N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = j o b N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = j o g N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = j o t N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = j o y N-S
= = = = = = = = = = = = = = = = = j u g N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = k ' s N-P+D's
= = = = = = = = = = = = = = = = = k e g N-S
= = = = = = = = = = = = = = = = = k e n N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = k e y N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = k g . ABB-X
= = = = = = = = = = = = = = = = = k i d N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = k i n N-S
= = = = = = = = = = = = = = = = = k i p N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = k i t N-S
= = = = = = = = = = = = = = = = = k m . ABB-X
= = = = = = = = = = = = = = = = = l ' s N-P+D's
= = = = = = = = = = = = = = = = = l a b N-S
= = = = = = = = = = = = = = = = = l a d N-S
= = = = = = = = = = = = = = = = = l a g N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = l a m V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = l a p N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = l a t ABB-X
= = = = = = = = = = = = = = = = = l a v N-S
= = = = = = = = = = = = = = = = = l a w N-S
= = = = = = = = = = = = = = = = = l a x A-b
= = = = = = = = = = = = = = = = = l a y A-b|N-S|V-a1S+Day+Iie|V-a2S+Day+Iie|V-a3S+Day+Iie|V-aP+Day+Iie|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = l b w ABB-X
= = = = = = = = = = = = = = = = = l e a N-S
= = = = = = = = = = = = = = = = = l e d V-a1S+Dd+Iad|V-a2S+Dd+Iad|V-a3S+Dd+Iad|V-aP+Dd+Iad|V-pa+Dd+Iad
= = = = = = = = = = = = = = = = = l e e N-S
= = = = = = = = = = = = = = = = = l e g N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = l e i N-S
= = = = = = = = = = = = = = = = = l e t N-S|V-a1S|V-a2S|V-a3S|V-aP|V-e1S|V-e2S|V-eP|V-i|V-pa
= = = = = = = = = = = = = = = = = l e y N-S
= = = = = = = = = = = = = = = = = l i b N-S
= = = = = = = = = = = = = = = = = l i d N-S
= = = = = = = = = = = = = = = = = l i e N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = l i p N-S
= = = = = = = = = = = = = = = = = l i t ABB-X|V-a1S+Dt+Ight|V-a2S+Dt+Ight|V-a3S+Dt+Ight|V-aP+Dt+Ight|V-pa+Dt+Ight
= = = = = = = = = = = = = = = = = l o b N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = l o g N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = l o o N-S
= = = = = = = = = = = = = = = = = l o p V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = l o r I-X
= = = = = = = = = = = = = = = = = l o t N-S
= = = = = = = = = = = = = = = = = l o w A-b|ADV-b|N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = l u g N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = l u v N-S
= = = = = = = = = = = = = = = = = l y e N-S
= = = = = = = = = = = = = = = = = m ' s N-P+D's
= = = = = = = = = = = = = = = = = m a c N-S
= = = = = = = = = = = = = = = = = m a d A-b
= = = = = = = = = = = = = = = = = m a g N-S
= = = = = = = = = = = = = = = = = m a m N-S
= = = = = = = = = = = = = = = = = m a n I-X|N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = m a p N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = m a r V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = m a t A-b|N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = m a w N-S
= = = = = = = = = = = = = = = = = m a y N-S|V-e1S|V-e2S|V-e3S|V-eP|V-i
= = = = = = = = = = = = = = = = = m e n N-P+Den+Ian
= = = = = = = = = = = = = = = = = m e t V-a1S+Dt+Iet|V-a2S+Dt+Iet|V-a3S+Dt+Iet|V-aP+Dt+Iet|V-pa+Dt+Iet
= = = = = = = = = = = = = = = = = m e w N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = m i d A-b|PREP-X
= = = = = = = = = = = = = = = = = m i n ABB-X
= = = = = = = = = = = = = = = = = m i x N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = m o a N-P|N-S
= = = = = = = = = = = = = = = = = m o b N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = m o d A-b|N-S
= = = = = = = = = = = = = = = = = m o m N-S
= = = = = = = = = = = = = = = = = m o o N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = m o p N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = m o w V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = m p g ABB-X
= = = = = = = = = = = = = = = = = m p h ABB-X
= = = = = = = = = = = = = = = = = m u d N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = m u g N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = m u m A-b|I-X|N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = m u s N-P+Ds
= = = = = = = = = = = = = = = = = n ' s N-P+D's
= = = = = = = = = = = = = = = = = n a b V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = n a g N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = n a p N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = n a y ADV-b|N-S
= = = = = = = = = = = = = = = = = n e e A-b
= = = = = = = = = = = = = = = = = n e t A-b|N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = n e w A-b|ADV-b
= = = = = = = = = = = = = = = = = n i b N-S
= = = = = = = = = = = = = = = = = n i l N-S
= = = = = = = = = = = = = = = = = n i p N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = n i t N-S
= = = = = = = = = = = = = = = = = n i x ADV-b|N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = n o . ABB-X
= = = = = = = = = = = = = = = = = n o b N-S
= = = = = = = = = = = = = = = = = n o d N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = n o g N-S
= = = = = = = = = = = = = = = = = n o r C-X
= = = = = = = = = = = = = = = = = n o s ABB-X
= = = = = = = = = = = = = = = = = n o t ADV-b
= = = = = = = = = = = = = = = = = n o w ADV-b|C-X|N-S
= = = = = = = = = = = = = = = = = n t h A-b
= = = = = = = = = = = = = = = = = n u b N-S
= = = = = = = = = = = = = = = = = n u n N-S
= = = = = = = = = = = = = = = = = n u t N-S|V-i
= = = = = = = = = = = = = = = = = o ' s N-P+D's
= = = = = = = = = = = = = = = = = o a f N-S
= = = = = = = = = = = = = = = = = o a k N-S
= = = = = = = = = = = = = = = = = o a r N-S
= = = = = = = = = = = = = = = = = o a t N-S
= = = = = = = = = = = = = = = = = o b i N-S
= = = = = = = = = = = = = = = = = o d d A-b
= = = = = = = = = = = = = = = = = o d e N-S
= = = = = = = = = = = = = = = = = o f f A-b|ADV-b|N-S|PREP-X
= = = = = = = = = = = = = = = = = o f t ADV-b
= = = = = = = = = = = = = = = = = o h m N-S
= = = = = = = = = = = = = = = = = o h o I-X
= = = = = = = = = = = = = = = = = o i l N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = o l d A-b|N-S
= = = = = = = = = = = = = = = = = o n e N-S|NUM-X|PRON-X
= = = = = = = = = = = = = = = = = o o f I-X|N-S
= = = = = = = = = = = = = = = = = o p s N-P+Ds|N-S
= = = = = = = = = = = = = = = = = o r b N-S
= = = = = = = = = = = = = = = = = o r e N-S
= = = = = = = = = = = = = = = = = o u r PRON-X
= = = = = = = = = = = = = = = = = o u t A-b|ADV-b|N-S|PREP-X|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = o v a ABB-X|N-P+Da+Ium
= = = = = = = = = = = = = = = = = o w e V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = o w l N-S
= = = = = = = = = = = = = = = = = o w n PRON-X|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = p ' s N-P+D's
= = = = = = = = = = = = = = = = = p a d N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = p a h I-X
= = = = = = = = = = = = = = = = = p a l N-S
= = = = = = = = = = = = = = = = = p a n N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = p a p N-S
= = = = = = = = = = = = = = = = = p a r ABB-X|N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = p a t A-b|ADV-b|N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = p a w N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = p a x N-S
= = = = = = = = = = = = = = = = = p a y N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = p e a N-S
= = = = = = = = = = = = = = = = = p e e N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = p e g N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = p e n N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = p e p N-S
= = = = = = = = = = = = = = = = = p e r PREP-X
= = = = = = = = = = = = = = = = = p e t N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = p e w N-S
= = = = = = = = = = = = = = = = = p h i N-S
= = = = = = = = = = = = = = = = = p i e N-S
= = = = = = = = = = = = = = = = = p i g N-S|V-i
= = = = = = = = = = = = = = = = = p i n N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = p i p N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = p i s N-P+Ds
= = = = = = = = = = = = = = = = = p i t N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = p l . ABB-X
= = = = = = = = = = = = = = = = = p l y N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = p o d N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = p o m N-S
= = = = = = = = = = = = = = = = = p o p A-b|ABB-X|ADV-b|N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = p o s N-P+Ds
= = = = = = = = = = = = = = = = = p o t N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = p o x N-S
= = = = = = = = = = = = = = = = = p r o ADV-b|N-S
= = = = = = = = = = = = = = = = = p r y V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = p t o ABB-X
= = = = = = = = = = = = = = = = = p u b N-S
= = = = = = = = = = = = = = = = = p u d N-S
= = = = = = = = = = = = = = = = = p u g N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = p u n N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = p u p N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = p u s N-S
= = = = = = = = = = = = = = = = = p u t A-b|N-S|V-a1S|V-a2S|V-a3S|V-aP|V-e1S|V-e2S|V-eP|V-i|V-pa
= = = = = = = = = = = = = = = = = p y x N-S
= = = = = = = = = = = = = = = = = q ' s N-P+D's
= = = = = = = = = = = = = = = = = q t y ABB-X
= = = = = = = = = = = = = = = = = q u a PREP-X
= = = = = = = = = = = = = = = = = r ' s N-P+D's
= = = = = = = = = = = = = = = = = r a g N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = r a h I-X
= = = = = = = = = = = = = = = = = r a j N-S
= = = = = = = = = = = = = = = = = r a m N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = r a n V-a1S+Dan+Iun|V-a2S+Dan+Iun|V-a3S+Dan+Iun|V-aP+Dan+Iun
= = = = = = = = = = = = = = = = = r a p N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = r a t N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = r a w A-b|N-S
= = = = = = = = = = = = = = = = = r a y N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = r e d A-b|N-S
= = = = = = = = = = = = = = = = = r e f N-S
= = = = = = = = = = = = = = = = = r e p N-S
= = = = = = = = = = = = = = = = = r e t V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = r e v N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = r i b N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = r i g N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = r i m N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = r i p N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = r o b V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = r o c N-S
= = = = = = = = = = = = = = = = = r o d N-S
= = = = = = = = = = = = = = = = = r o e N-P|N-S
= = = = = = = = = = = = = = = = = r o t N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = r o w N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = r u b N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = r u e N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = r u g N-S
= = = = = = = = = = = = = = = = = r u m A-b|N-S
= = = = = = = = = = = = = = = = = r u n N-S|V-e1S|V-e2S|V-eP|V-i|V-pa
= = = = = = = = = = = = = = = = = r u t N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = r y e N-S
= = = = = = = = = = = = = = = = = s ' s N-P+D's
= = = = = = = = = = = = = = = = = s a c N-S
= = = = = = = = = = = = = = = = = s a d A-b
= = = = = = = = = = = = = = = = = s a g N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = s a p N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = s a t V-a1S+Dat+Iit|V-a2S+Dat+Iit|V-a3S+Dat+Iit|V-aP+Dat+Iit|V-pa+Dat+Iit
= = = = = = = = = = = = = = = = = s a w N-S|V-a1S+Daw+Iee|V-a2S+Daw+Iee|V-a3S+Daw+Iee|V-aP+Daw+Iee|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = s a x N-S
= = = = = = = = = = = = = = = = = s a y I-X|N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = s e a N-S
= = = = = = = = = = = = = = = = = s e c ABB-X|N-S
= = = = = = = = = = = = = = = = = s e e N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = s e t A-b|N-S|V-a1S|V-a2S|V-a3S|V-aP|V-e1S|V-e2S|V-eP|V-i|V-pa
= = = = = = = = = = = = = = = = = s e w V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = s e x N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = s h e N-S|PRON-X
= = = = = = = = = = = = = = = = = s h h I-X
= = = = = = = = = = = = = = = = = s h y A-b|N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = s i b N-S
= = = = = = = = = = = = = = = = = s i c ADV-b
= = = = = = = = = = = = = = = = = s i n N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = s i p N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = s i r N-S
= = = = = = = = = = = = = = = = = s i s N-P+Ds|N-S
= = = = = = = = = = = = = = = = = s i t V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = s i x N-S|NUM-X
= = = = = = = = = = = = = = = = = s k i N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = s k y N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = s l y A-b
= = = = = = = = = = = = = = = = = s o b N-S|V-e1S|V-e2S|V-eP|V-i
= = = = = = = = = = = = = = = = = s o d N-S|V-i
= = = = = = = = = = = = = = = = = s o h N-S
